,場所,スコア,口コミ
557,櫛田神社（福岡県福岡市）,4.3,古く風情のあるお寺、平日ということもあり、人もまばらだったけど、お参りする順番等々書いてもらえてたので全部回ることができたのと、今の時代におみくじが２０円、だったーおみくじのお金を入れるところも、トレイの様な物が置いてあるだけで、私は50円玉しかなかったので、５０円置いて前の人が置かれたお金からお釣りをもらいました。一瞬タイムスリップしたような感覚でした
558,櫛田神社（福岡県福岡市）,4.3,町の中心部にひっそりとある神社です。参拝者が多く、丁寧に御朱印をいただき感激しました。駐車場もあります。
559,マリノアシティ福岡,4.3,月に2～3回利用させていただいておりますが衣類の品揃えや価格がドーム周辺のアウトレットに比べて負けているような感じがします。県外から行っているのでそれなりの交通費や宿泊費がかかりますので今一度魅力ある売り場にして欲しいです。飲食に対しては美味しいお店が沢山ありとても良いと思います。
560,マリノアシティ福岡,4.2,施設が広く素敵なお店が沢山有ります。一日では回らない位、夜は観覧車で夜景を楽しむ事もおすすめします。
561,マリノアシティ福岡,4.1,子供がいるとお部屋食はよかった。一歳の子供のご飯を柔らかめでお願いしていたんですが、大人と変わらず。凄く硬め。味付けもカットの仕方も大人と同じでほとんど食べなかった。海が目の前で港が色がってるので景色がいいのは癒しになりました。接客はとても優しい感じだったんですが、フロントとキッチンとお部屋来られる方の連携があまりとれてなくて伝わってないことが多々ありました。マリノアへ直行できるのが良かったです。
562,マリノアシティ福岡,4.2,こちらは少し前に福岡県を訪れた時に観光した場所で凄く素敵な所だったのを覚えています!観覧車も綺麗でしたね～!又行きたいですね!
563,マリノアシティ福岡,4.2,姪浜からちょっと遠くてアクセス不便です。鉄道ほしいね！観覧車でかいけどエアコンきいてなかった。ハンバーグうまかった。
564,マリノアシティ福岡,4.2,駐車場が日曜日で2時間無料でした。買い物をして食事をしましたが、ゆっくりとするならば4時間以上は見ておいたら良いと思います。
565,マリノアシティ福岡,4.0,県外から2時間かけて来る価値がある素晴らしい施設。ブランド品をアウトレット価格で購入できて美味しい食べ物を堪能できる快適な場所です。駐車場もさほど混まないし施設内のホテルも素晴らしいです。
566,マリノアシティ福岡,4.2,混雑もなく、ゆっくりとショッピングを楽しめました。お目当てのブランドはすでに結構な割引になっていてお得に洋服が買えました。出かけた日は朝市もやっていて、新鮮な野菜も安く売っていました。幼児向けのイベントも開催されていて家族連れも多かったです。
567,マリノアシティ福岡,4.3,プレセールの広告を見て行きましたが、さほど混雑しておらずゆっくり買い物が出来ました。また、駐車場サービスが通常以外で行われていたのでお得でした。
568,マリノアシティ福岡,4.3,クルットバスという西新からこちらの施設に来ることが出来、途中下車をしてわざわざ、こちらのバスに乗りました。交通費が約200円、往復で400円も浮きました。今月17日からお得のイベントがあるとのことでしたが、その前の日でも充分というほどに、あちこちのお店で特売や30%やら50%にもなっていて、ついつい買いすぎてしまいました。バスが無料ということもあり、大学生らしい若者もたくさん居ました。
569,マリノアシティ福岡,4.3,洋服やコスメが安く種類が豊富で買い物が楽しかったです。普段なら行かないようなお店に入ってみたり、建物自体の作りも魅力的でした。
